path	depth	parent_path	dir_count	file_count	size_bytes	hash_count	hash_pct	min_modified_ts	max_modified_ts
jpmi_metadata/Basic data partition (2)/Untitled [HFS+]/Untitled/.Trashes	4	jpmi_metadata/Basic data partition (2)/Untitled [HFS+]/Untitled	0	0	0	0	0.0		
jpmi_metadata/Basic data partition (2)/Untitled [HFS+]/Untitled/.fseventsd	4	jpmi_metadata/Basic data partition (2)/Untitled [HFS+]/Untitled	0	3	344	0	0.0	2022-06-01 08:05:02	2022-06-01 08:05:02
jpmi_metadata/Basic data partition (2)/Untitled [HFS+]/[unallocated space]	3	jpmi_metadata/Basic data partition (2)/Untitled [HFS+]	0	3352	281908244480	0	0.0		
jpmi_metadata/EFI System Partition (1)	1	jpmi_metadata	1	6	209714688	0	0.0		
jpmi_metadata/EFI System Partition (1)/EFI [FAT32]	2	jpmi_metadata/EFI System Partition (1)	1	6	209714688	0	0.0		
jpmi_metadata/EFI System Partition (1)/EFI [FAT32]/[root]	3	jpmi_metadata/EFI System Partition (1)/EFI [FAT32]	0	0	0	0	0.0		
jpmi_metadata/EFI System Partition (1)/EFI [FAT32]/[unallocated space]	3	jpmi_metadata/EFI System Partition (1)/EFI [FAT32]	0	2	206471680	0	0.0		
jpmi_metadata/Unpartitioned Space [GPT]	1	jpmi_metadata	1	7	134252032	0	0.0		
jpmi_metadata/Unpartitioned Space [GPT]/[unallocated space]	2	jpmi_metadata/Unpartitioned Space [GPT]	0	2	134217728	0	0.0		
jpmi_metadata/Users	1	jpmi_metadata	1	572743	215544503697	331906	58.0	2014-01-16 22:25:46	2020-10-15 21:20:53
jpmi_metadata/Users/roberthunter	2	jpmi_metadata/Users	15	572742	215544503697	331906	58.0	2014-01-16 22:25:46	2020-10-15 21:20:53
jpmi_metadata/Users/roberthunter/.config	3	jpmi_metadata/Users/roberthunter	3	45	1123200	26	57.8	2018-10-30 01:59:50	2019-02-11 21:26:54
jpmi_metadata/Users/roberthunter/.config/.mono	4	jpmi_metadata/Users/roberthunter/.config	0	1	0	0	0.0	2019-02-09 15:52:30	2019-02-09 15:52:30
jpmi_metadata/Users/roberthunter/.config/MobileBackupForeverIni	4	jpmi_metadata/Users/roberthunter/.config	0	1	240	1	100.0	2019-01-30 20:44:26	2019-01-30 20:44:26
jpmi_metadata/Users/roberthunter/.config/Wondershare	4	jpmi_metadata/Users/roberthunter/.config	2	40	1122960	25	62.5	2018-10-30 01:59:50	2019-02-11 21:26:54
jpmi_metadata/Users/roberthunter/.config/Wondershare/USBResTemp	5	jpmi_metadata/Users/roberthunter/.config/Wondershare	0	1	0	0	0.0	2019-02-11 20:40:09	2019-02-11 20:40:09
jpmi_metadata/Users/roberthunter/.config/Wondershare/dr.fone	5	jpmi_metadata/Users/roberthunter/.config/Wondershare	4	37	1122960	25	67.6	2018-10-30 01:59:50	2019-02-11 21:26:54
jpmi_metadata/Users/roberthunter/.config/Wondershare/dr.fone/Drivers	6	jpmi_metadata/Users/roberthunter/.config/Wondershare/dr.fone	0	3	742450	3	100.0	2018-10-30 01:59:50	2019-02-11 21:22:12
jpmi_metadata/Users/roberthunter/.config/Wondershare/dr.fone/data	6	jpmi_metadata/Users/roberthunter/.config/Wondershare/dr.fone	0	6	26239	6	100.0	2018-11-01 01:59:09	2019-02-11 21:10:11
jpmi_metadata/Users/roberthunter/.config/Wondershare/dr.fone/iCloudBackup	6	jpmi_metadata/Users/roberthunter/.config/Wondershare/dr.fone	3	10	2350	4	40.0	2019-02-09 16:00:07	2019-02-10 01:57:43
jpmi_metadata/Users/roberthunter/.config/Wondershare/dr.fone/iCloudBackup/bbhb6970@icloud.com	7	jpmi_metadata/Users/roberthunter/.config/Wondershare/dr.fone/iCloudBackup	0	2	156	1	50.0	2019-02-09 17:50:45	2019-02-09 17:50:46
jpmi_metadata/Users/roberthunter/.config/Wondershare/dr.fone/iCloudBackup/bhhb6970@icloud.com	7	jpmi_metadata/Users/roberthunter/.config/Wondershare/dr.fone/iCloudBackup	0	2	156	1	50.0	2019-02-09 17:50:20	2019-02-09 17:50:21
jpmi_metadata/Users/roberthunter/.config/Wondershare/dr.fone/iCloudBackup/rhbdc@icloud.com	7	jpmi_metadata/Users/roberthunter/.config/Wondershare/dr.fone/iCloudBackup	1	3	2038	2	66.7	2019-02-10 01:57:41	2019-02-10 01:57:43
jpmi_metadata/Users/roberthunter/.config/Wondershare/dr.fone/iCloudBackup/rhbdc@icloud.com/sys	8	jpmi_metadata/Users/roberthunter/.config/Wondershare/dr.fone/iCloudBackup/rhbdc@icloud.com	0	1	245	1	100.0	2019-02-10 01:57:41	2019-02-10 01:57:41
jpmi_metadata/Users/roberthunter/.config/Wondershare/dr.fone/log	6	jpmi_metadata/Users/roberthunter/.config/Wondershare/dr.fone	1	11	233669	10	90.9	2019-02-09 16:30:45	2019-02-11 21:26:54
jpmi_metadata/Users/roberthunter/.config/Wondershare/dr.fone/log/Backup	7	jpmi_metadata/Users/roberthunter/.config/Wondershare/dr.fone/log	0	10	233669	10	100.0	2019-02-09 16:30:45	2019-02-11 21:26:54
jpmi_metadata/Users/roberthunter/.mono	3	jpmi_metadata/Users/roberthunter	1	3	3	1	33.3	2018-11-01 01:59:07	2019-02-11 20:40:08
jpmi_metadata/Users/roberthunter/.mono/registry	4	jpmi_metadata/Users/roberthunter/.mono	0	2	3	1	50.0	2018-11-01 01:59:07	2019-02-11 20:40:08
jpmi_metadata/Users/roberthunter/Applications	3	jpmi_metadata/Users/roberthunter	0	1	0	1	100.0	2018-11-19 14:19:10	2018-11-19 14:19:10
jpmi_metadata/Users/roberthunter/Desktop	3	jpmi_metadata/Users/roberthunter	16	4654	15064895203	2762	59.3	2016-06-24 01:21:46	2020-10-15 21:18:17
jpmi_metadata/Users/roberthunter/Desktop/. 	4	jpmi_metadata/Users/roberthunter/Desktop	0	1	173	1	100.0	2018-07-10 03:09:27	2018-07-10 03:09:27
jpmi_metadata/Users/roberthunter/Desktop/.090-[]	4	jpmi_metadata/Users/roberthunter/Desktop	0	1	160	1	100.0	2016-11-22 08:46:09	2016-11-22 08:46:09
jpmi_metadata/Users/roberthunter/Desktop/090-[]	4	jpmi_metadata/Users/roberthunter/Desktop	14	1782	62948653	643	36.1	2016-06-24 01:21:46	2019-03-16 17:59:25
jpmi_metadata/Users/roberthunter/Desktop/090-[]/ 10	5	jpmi_metadata/Users/roberthunter/Desktop/090-[]	2	119	523648	53	44.5	2016-06-24 01:21:46	2019-03-16 17:53:59
jpmi_metadata/Users/roberthunter/Desktop/090-[]/ 10/CoreCapture	6	jpmi_metadata/Users/roberthunter/Desktop/090-[]/ 10	2	87	234682	24	27.6	2016-11-20 17:04:57	2019-03-16 17:53:59
jpmi_metadata/Users/roberthunter/Desktop/090-[]/ 10/CoreCapture/com.apple.driver.AirPort.Brcm4360.0	7	jpmi_metadata/Users/roberthunter/Desktop/090-[]/ 10/CoreCapture	12	27	627	3	11.1	2016-11-20 17:04:57	2019-03-16 17:53:59
jpmi_metadata/Users/roberthunter/Desktop/090-[]/ 10/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/[2016-11-20_12,04,56.799919]=DeauthInd:sts:0_rsn:15	8	jpmi_metadata/Users/roberthunter/Desktop/090-[]/ 10/CoreCapture/com.apple.driver.AirPort.Brcm4360.0	1	3	418	2	66.7	2016-11-20 17:04:57	2019-03-05 12:53:01
jpmi_metadata/Users/roberthunter/Desktop/090-[]/ 10/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/[2016-11-20_12,04,56.799919]=DeauthInd:sts:0_rsn:15/DriverLogs	9	jpmi_metadata/Users/roberthunter/Desktop/090-[]/ 10/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/[2016-11-20_12,04,56.799919]=DeauthInd:sts:0_rsn:15	0	2	418	2	100.0	2016-11-20 17:04:57	2016-11-20 17:04:57
jpmi_metadata/Users/roberthunter/Desktop/090-[]/ 10/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/[2016-11-20_21,10,58.223907]=AuthFail:sts:5_rsn:0	8	jpmi_metadata/Users/roberthunter/Desktop/090-[]/ 10/CoreCapture/com.apple.driver.AirPort.Brcm4360.0	0	1	0	0	0.0	2019-03-16 17:13:37	2019-03-16 17:13:37
jpmi_metadata/Users/roberthunter/Desktop/090-[]/ 10/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/[2016-11-20_21,11,01.695574]=AuthFail:sts:5_rsn:0	8	jpmi_metadata/Users/roberthunter/Desktop/090-[]/ 10/CoreCapture/com.apple.driver.AirPort.Brcm4360.0	0	1	0	0	0.0	2019-03-16 17:28:18	2019-03-16 17:28:18
jpmi_metadata/Users/roberthunter/Desktop/090-[]/ 10/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/[2016-11-20_21,11,31.357407]=AuthFail:sts:5_rsn:0	8	jpmi_metadata/Users/roberthunter/Desktop/090-[]/ 10/CoreCapture/com.apple.driver.AirPort.Brcm4360.0	0	1	0	0	0.0	2019-03-16 17:29:46	2019-03-16 17:29:46
jpmi_metadata/Users/roberthunter/Desktop/090-[]/ 10/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/[2016-11-20_21,11,41.528262]=AuthFail:sts:5_rsn:0	8	jpmi_metadata/Users/roberthunter/Desktop/090-[]/ 10/CoreCapture/com.apple.driver.AirPort.Brcm4360.0	0	1	0	0	0.0	2019-03-16 17:51:47	2019-03-16 17:51:47
jpmi_metadata/Users/roberthunter/Desktop/090-[]/ 10/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/[2016-11-20_21,14,09.901424]=WirelessDiagnostics	8	jpmi_metadata/Users/roberthunter/Desktop/090-[]/ 10/CoreCapture/com.apple.driver.AirPort.Brcm4360.0	0	1	0	0	0.0	2019-03-16 17:53:59	2019-03-16 17:53:59
jpmi_metadata/Users/roberthunter/Desktop/090-[]/ 10/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/[2016-11-20_21,14,09.983003]=DriverState	8	jpmi_metadata/Users/roberthunter/Desktop/090-[]/ 10/CoreCapture/com.apple.driver.AirPort.Brcm4360.0	0	1	0	0	0.0	2019-03-16 17:38:18	2019-03-16 17:38:18
jpmi_metadata/Users/roberthunter/Desktop/090-[]/ 10/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/[2016-11-20_21,14,10.063505]=DriverState	8	jpmi_metadata/Users/roberthunter/Desktop/090-[]/ 10/CoreCapture/com.apple.driver.AirPort.Brcm4360.0	0	1	0	0	0.0	2019-03-16 17:51:47	2019-03-16 17:51:47
jpmi_metadata/Users/roberthunter/Desktop/090-[]/ 10/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/[2016-11-22_03,34,27.313218]=AssocFail:sts:5_rsn:0	8	jpmi_metadata/Users/roberthunter/Desktop/090-[]/ 10/CoreCapture/com.apple.driver.AirPort.Brcm4360.0	1	2	209	1	50.0	2016-11-22 08:34:27	2019-03-05 12:52:33
jpmi_metadata/Users/roberthunter/Desktop/090-[]/ 10/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/[2016-11-22_03,34,27.313218]=AssocFail:sts:5_rsn:0/DriverLogs	9	jpmi_metadata/Users/roberthunter/Desktop/090-[]/ 10/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/[2016-11-22_03,34,27.313218]=AssocFail:sts:5_rsn:0	0	1	209	1	100.0	2016-11-22 08:34:27	2016-11-22 08:34:27
jpmi_metadata/Users/roberthunter/Desktop/090-[]/ 10/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/[2016-11-22_03,46,05.193880]=WirelessDiagnostics	8	jpmi_metadata/Users/roberthunter/Desktop/090-[]/ 10/CoreCapture/com.apple.driver.AirPort.Brcm4360.0	0	1	0	0	0.0	2019-03-16 17:39:51	2019-03-16 17:39:51
jpmi_metadata/Users/roberthunter/Desktop/090-[]/ 10/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/[2016-11-22_03,46,05.211596]=DriverState	8	jpmi_metadata/Users/roberthunter/Desktop/090-[]/ 10/CoreCapture/com.apple.driver.AirPort.Brcm4360.0	0	1	0	0	0.0	2019-03-16 17:47:28	2019-03-16 17:47:28
jpmi_metadata/Users/roberthunter/Desktop/090-[]/ 10/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/[2016-11-22_03,46,05.226673]=DriverState	8	jpmi_metadata/Users/roberthunter/Desktop/090-[]/ 10/CoreCapture/com.apple.driver.AirPort.Brcm4360.0	0	1	0	0	0.0	2019-03-16 17:29:54	2019-03-16 17:29:54
jpmi_metadata/Users/roberthunter/Desktop/090-[]/ 10/CoreCapture/com.apple.iokit.IO80211Family	7	jpmi_metadata/Users/roberthunter/Desktop/090-[]/ 10/CoreCapture	12	57	234055	21	36.8	2016-11-20 17:04:57	2019-03-16 17:52:39
jpmi_metadata/Users/roberthunter/Desktop/090-[]/ 10/CoreCapture/com.apple.iokit.IO80211Family/[2016-11-20_12,04,56.799919]=DeauthInd:sts:0_rsn:15	8	jpmi_metadata/Users/roberthunter/Desktop/090-[]/ 10/CoreCapture/com.apple.iokit.IO80211Family	1	3	15640	1	33.3	2016-11-20 17:04:57	2019-03-16 17:52:39
jpmi_metadata/Users/roberthunter/Desktop/090-[]/ 10/CoreCapture/com.apple.iokit.IO80211Family/[2016-11-20_12,04,56.799919]=DeauthInd:sts:0_rsn:15/IO80211AWDLPeerManager	9	jpmi_metadata/Users/roberthunter/Desktop/090-[]/ 10/CoreCapture/com.apple.iokit.IO80211Family/[2016-11-20_12,04,56.799919]=DeauthInd:sts:0_rsn:15	0	1	15640	1	100.0	2016-11-20 17:04:57	2016-11-20 17:04:57
jpmi_metadata/Users/roberthunter/Desktop/090-[]/ 10/CoreCapture/com.apple.iokit.IO80211Family/[2016-11-20_21,10,58.223907]=AuthFail:sts:5_rsn:0	8	jpmi_metadata/Users/roberthunter/Desktop/090-[]/ 10/CoreCapture/com.apple.iokit.IO80211Family	1	3	12504	1	33.3	2016-11-21 02:10:59	2019-03-16 17:32:00
jpmi_metadata/Users/roberthunter/Desktop/090-[]/ 10/CoreCapture/com.apple.iokit.IO80211Family/[2016-11-20_21,10,58.223907]=AuthFail:sts:5_rsn:0/IO80211AWDLPeerManager	9	jpmi_metadata/Users/roberthunter/Desktop/090-[]/ 10/CoreCapture/com.apple.iokit.IO80211Family/[2016-11-20_21,10,58.223907]=AuthFail:sts:5_rsn:0	0	1	12504	1	100.0	2016-11-21 02:10:59	2016-11-21 02:10:59
