sha256	jpmi_canonical_path	jpmi_size	match_sources	match_count	size_mismatch_count
00280c44f7e0db44412b88ce93309a83262f298d1a1976be1968b2c3b512e534	jpmi_metadata/Users/roberthunter/Pictures/Photos Library.photoslibrary/resources/proxies/derivatives/80/00/80de/UNADJUSTEDNONRAW_mini_80de.jpg-slack	3066	0728=2	2	2
0028389be55b0fbe77be2bc881b784026efaf26345a5f765a49f894d32cc61d6	jpmi_metadata/Users/roberthunter/Library/Application Support/Google/Chrome/Default/Extensions/blpcfgokakmgnkcojhhkbfbldkacnbeo/4.2.8_0/_locales/bg/messages.json	169	APFS=37,0728=74,GAI=37	148	148
0028cfa2554469b342cd0b7e2a24c55c82282dbe53a051deaed8c8e3a851ac0f	jpmi_metadata/Users/roberthunter/Library/Application Support/AddressBook/Sources/FFBB7300-9710-49F1-8B22-36D355CB6C33/Metadata/70C2A44C-30A4-4251-9D29-E720DA56A133:ABPerson.abcdp-slack	2403	APFS=1,GAI=2	3	3
002a892944e0d9d0e29247e726a2cc5195f50b836f477245ee279b61f124439d	jpmi_metadata/Users/roberthunter/Library/Mail/V6/23C31FBA-8292-4478-AADA-C0E72EC8438D/[Gmail].mbox/All Mail.mbox/A3948124-4809-4DB0-BF55-593962B6E22B/Data/7/8/2/Messages/287566.partial.emlx-slack	483	APFS=1,0728=2,GAI=1	4	4
002c0b9bbefc6d1fb0e3d918ec007209be809d37004db1d53a68b18c0cf3d08f	jpmi_metadata/Users/roberthunter/Library/Messages/Archive/2019-02-08/katielbdodge@gmail.com on 2019-02-08 at 15.16.24.ichat-slack	2592	APFS=1,GAI=2	3	3
002ebd544d2f54bd50880d4106c49fd9eea9c7341361bff2eb1b301eb2b658ed	jpmi_metadata/Users/roberthunter/Movies/iMovie Library.imovielibrary/11-16-18/Render Files/Thumbnail Media/4B5ABF992285CB7DF782B370564CB2AD/Info.plist-slack	2553	GAI=1	1	1
002ff0967f0c04aa0ba87167808f803eee04c226446c7a194a0abeadfc09bf90	jpmi_metadata/Users/roberthunter/Library/Application Support/MobileSync/Backup/00008020-0014716A2282002E/67/670ec4af601a1298d544d6c8622d9e21fbdd9ecf	18224	APFS=1,GAI=1	2	2
0030d4fa69b10564225563b8792b50b12e98d2476503c2ae8797bf56c81ca2e5	jpmi_metadata/Users/roberthunter/Pictures/Photos Library.photoslibrary/resources/proxies/derivatives/7c/00/7ccf/UNADJUSTEDNONRAW_mini_7ccf.jpg	15690	0728=2	2	2
0032d95955c74afa766a7e7cc471b563d0da7a97f95335da729a640624324829	jpmi_metadata/Users/roberthunter/Library/Application Support/AddressBook/Sources/D77BCB8A-70A5-4C66-9684-29BD18793B4F/Metadata/A96237FB-057B-41B2-8FAF-CC2B1D96AA5E:ABPerson.abcdp	1388	APFS=1,GAI=2	3	3
0033314af7a7898a6739d2af7486ef8495fd9de86b14ca5efe6c71813caa40a2	jpmi_metadata/Users/roberthunter/Library/Application Support/MobileSync/Backup/00008020-0014716A2282002E/98/980a734555789601a493f1caebccf5b97801a789	16864	APFS=1,GAI=1	2	2
003336346635df6bc641e60a381035df2c522e93e1552f94c964eab2074453f2	jpmi_metadata/Users/roberthunter/Downloads/iCloud Photos/Photos/IMG_0938.HEIC-slack	2888	APFS=7,0728=12,GAI=2	21	21
0033f3b2960513c3bd263b0e15cd73d78e51e6c6c5c27db30ae7be0292f82fcb	jpmi_metadata/Users/roberthunter/Library/Application Support/MobileSync/Backup/00008020-0014716A2282002E/6e/6ecc6442d766f3f3be447406a1e9c1b9c8e3e168-slack	3856	APFS=1,GAI=1	2	2
00342a9d87667732f415b0303d6afbdb11ac0726786648d83c2f87f737d2600f	jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.eraser/dr.fone-Erase.app/Contents/Resources/restarting_23.png	15222	APFS=6,0728=8,GAI=6	20	20
0034b2352a76945fe6a2db76bf3b4952b5ff2fb29714ca20bfa37a73b6b1c46a	jpmi_metadata/Users/roberthunter/Documents/Henry’s iPhone's iPhone 6s/2017-01-26/Contacts/VCF/Prime Group, Inc. 2.vcf-slack	3829	APFS=6,0728=12,GAI=6	24	24
00389eed143c793e2ecc2ec5ce5f5c76616a56cfcb8f4c6c2890f10b6c06fe8a	jpmi_metadata/Users/roberthunter/Documents/dr.fone toolkit for iOS/iPad(iPad Pro) 01-05-2018 at 21.33.28/Contacts/VCF/Dennis Greenhouse.vcf	883	APFS=6,0728=12,GAI=6	24	24
0038b7e3fcdf904b11fddbe29ccb481017f02568935c7f31d522c32b025285d5	jpmi_metadata/Users/roberthunter/Documents/dr.fone/dr.fone-Recover/Hunter's iPad 01-07-2019 at 10.00.19/Photos/6992FDBC-2B38-4D38-AF0B-2CFF7A880402.JPG-slack	3600	APFS=4,0728=4,GAI=2	10	10
003b52b207fbb05ee7c4e1654764a3f0036fc5e2af60ef9b9383e2878d92c522	jpmi_metadata/Users/roberthunter/Library/Application Support/AddressBook/Sources/D77BCB8A-70A5-4C66-9684-29BD18793B4F/Metadata/A45E12B2-3DB9-45F9-BD34-0AE27362080E:ABPerson.abcdp-slack	2674	APFS=1,GAI=2	3	3
003cd4bc595bbb082b90a817b5a22239d3ff721a9699ad065022be05d4c67b62	jpmi_metadata/Users/roberthunter/Library/Application Support/AddressBook/Sources/D77BCB8A-70A5-4C66-9684-29BD18793B4F/Metadata/1865AD0E-55A0-4142-AA7E-5BE351CC5790:ABPerson.abcdp-slack	2715	APFS=1,GAI=2	3	3
003da547e12a9bd3d9071e7619e4279309daccdeea716066b61922983e331db0	jpmi_metadata/Users/roberthunter/Documents/dr.fone/dr.fone-Recover/Hunter's iPad 01-07-2019 at 08.29.23/Contacts/VCF/Cynthia Chiusa.vcf-slack	3869	APFS=10,0728=18,GAI=10	38	38
00426d8725106d8b57bc58f617e4db45b6c842f50bdd870b1db8feb7d9a9c879	jpmi_metadata/Users/roberthunter/Library/Application Support/MobileSync/Backup/00008020-0014716A2282002E/cc/cc967716322b498111a2b522f5d3e32c31d05cea	64	APFS=1,GAI=1	2	2
0042c26fc10ada3c50caa4a38e693e09e653a4b9ed22e109609086a9d38fc2a2	jpmi_metadata/Users/roberthunter/Library/Mail/V6/71BA9E8B-8351-4053-88F6-3A2F8DC2E4E1/INBOX.mbox/A3948124-4809-4DB0-BF55-593962B6E22B/Data/2/9/2/Messages/292357.emlx-slack	2751	APFS=1,0728=2,GAI=1	4	4
004529acba84d3473f4acd1ba60bfb567c498bf6251b622e1b8da0eda48b3b2b	jpmi_metadata/Users/roberthunter/Movies/iMovie Library.imovielibrary/11-16-18/Render Files/Thumbnail Media/1CAF8EA87EA1A6162C12D6B6308AA3A6/Frame 0 - 1023-slack	3296	GAI=1	1	1
0047464b633252ce634f24e93306b08f851fcf5402b00a4438ddda539a172522	jpmi_metadata/Users/roberthunter/Library/Containers/org.photoscape.PhotoScapeX/Data/Library/Application Support/PhotoScapeX/thumbnails/1/1611	27178	APFS=1,0728=2,GAI=1	4	4
0047a42b8341b3830f369c2356825c93a93903d170af14979661e1b3d783af7a	jpmi_metadata/Users/roberthunter/Documents/dr.fone/dr.fone-Recover/Hunter's iPad 01-07-2019 at 08.29.23/Contacts/VCF/8008727245 2.vcf	180	APFS=10,0728=18,GAI=10	38	38
0047fe900d6ca12dcd299c09a020e880a8f53ca4b1276a9a31eeb25f6e2f57ce	jpmi_metadata/Users/roberthunter/Library/Application Support/AddressBook/Sources/C214FEF8-9216-4E6E-BD00-281FF9E47187/Metadata/E937177C-0DBC-40C2-9771-EEEB5C53C667:ABPerson.abcdp-slack	2718	APFS=1,GAI=2	3	3
004a02049a917d08ad67547d32abc7a44c4233d19230e055a53c29d198c9b269	jpmi_metadata/Users/roberthunter/Documents/dr.fone toolkit for iOS/Hallie phone  11-05-2017 at 06.05.09/Contacts/VCF/Stecher Claire C (DOJ).vcf	161	APFS=3,0728=6,GAI=3	12	12
004a555783869cd6ac53abc47aae9f3f9c4f051f3c2cc59cb3ed179a15be6e73	jpmi_metadata/Users/roberthunter/Library/Containers/org.photoscape.PhotoScapeX/Data/Library/Application Support/PhotoScapeX/thumbnails/4/4210	24771	APFS=1,0728=2,GAI=1	4	4
004b7a4748b2f479677c0eb4564b65db4d5dd1f784f493a3a9b74d95ddbd4e04	jpmi_metadata/Users/roberthunter/Pictures/Photos Library.photoslibrary/resources/proxies/derivatives/b1/00/b1e9/UNADJUSTEDNONRAW_mini_b1e9.jpg	68151	0728=2	2	2
004bb3cd13141544ca272d05af60bb62225eb904514153f968fce0978434faf8	jpmi_metadata/Users/roberthunter/Pictures/Photos Library.photoslibrary/resources/proxies/derivatives/6d/00/6df2/UNADJUSTEDNONRAW_mini_6df2.jpg-slack	1877	0728=2	2	2
004bcd8b48a33f00555b870e0b9ba378c0d6062aa9429b46f28d15cf3b8bec24	jpmi_metadata/Users/roberthunter/Library/Calendars/D23A00F2-C1E2-4499-A137-588030DF0FB9.caldav/493FD4B7-648A-49A8-A176-27DA0A9DAA31.calendar/Events/6b8nkb4gmbu7i8p57jtbukvqek@googlecom.ics	1506	APFS=1,0728=2,GAI=1	4	4
004ce187bd43a4263c480d6a7de24251f2a7ad6d270c5546c38cf4108b5cb427	jpmi_metadata/Users/roberthunter/Movies/iMovie Library.imovielibrary/11-16-18/Render Files/Thumbnail Media/4BAE32F2F9C7EBEF89850F51977DAEAC/Frame 0 - 1023	32944	GAI=1	1	1
004f83c97e0b57349a39dc2320fe0cc4e2c34bbbc798a4f6c55d9a75248d7a2a	jpmi_metadata/Users/roberthunter/Library/Containers/org.photoscape.PhotoScapeX/Data/Library/Application Support/PhotoScapeX/thumbnails/1/1682-slack	1042	APFS=1,0728=2,GAI=1	4	4
005385e7fa371d1ac60defa40dada44bf26da610bde295b72bbad97844776fdd	jpmi_metadata/Users/roberthunter/Library/Application Support/AddressBook/Sources/C214FEF8-9216-4E6E-BD00-281FF9E47187/Metadata/2E6912CC-A09C-4012-B113-146785EB280E:ABPerson.abcdp-slack	2726	APFS=1,GAI=2	3	3
005554704733d07a4c536bb612864e844e48e67ae8b6c13bd742e477deb5e31d	jpmi_metadata/Users/roberthunter/Movies/iMovie Library.imovielibrary/11-16-18/Render Files/Thumbnail Media/81F4432CB2255276C522CAF703353421/Info.plist	1569	GAI=1	1	1
0055c42fba527f013c853c228d0ffb3b1889010d766470728ae0589dc2cc3e55	jpmi_metadata/Users/roberthunter/Library/Mail/V6/71BA9E8B-8351-4053-88F6-3A2F8DC2E4E1/INBOX.mbox/A3948124-4809-4DB0-BF55-593962B6E22B/Data/8/9/2/Messages/298692.partial.emlx	41281	APFS=1,0728=2,GAI=1	4	4
00574399a4b5976c5c83a7834337834339d7b5c5a80f0bd5573b25c3b30a72f5	jpmi_metadata/Users/roberthunter/Library/Application Support/AddressBook/Sources/FFBB7300-9710-49F1-8B22-36D355CB6C33/Metadata/75C49B6E-1CB1-4559-B6D4-3B4F6E1DAAA7:ABPerson.abcdp	1675	APFS=1,GAI=2	3	3
005cfe1e8df8aa5c51bcc1f8225fe40cf4058dd6fe816637d2d10cebe365b89c	jpmi_metadata/Users/roberthunter/Documents/dr.fone toolkit for iOS/Hallie phone (iPhone 6s) 11-12-2017 at 17.07.36/Contacts/VCF/ Helen.vcf-slack	3414	APFS=2,0728=4,GAI=2	8	8
005d2f7a08053de4dd2df428d67362ac778b3e64d110ed35e2360dfd2e563750	jpmi_metadata/Users/roberthunter/Library/Application Support/AddressBook/Sources/FFBB7300-9710-49F1-8B22-36D355CB6C33/Metadata/19034467-F892-46C7-A5F9-1706F2175F68:ABPerson.abcdp-slack	2149	APFS=1,GAI=2	3	3
005e93ae19d2172c92c38814605e4088cbebe80119f2e4b8cfa18396239a087e	jpmi_metadata/Users/roberthunter/Movies/iMovie Library.imovielibrary/11-16-18/Render Files/Thumbnail Media/65AA10CB79CABD34B52A3ACB1E38AEF8/Info.plist	1539	GAI=1	1	1
006240f06c34c7d103d68d8e106b44c0f34217dbb63d02012e4ac366fe9a7da5	jpmi_metadata/Users/roberthunter/Pictures/Photos Library.photoslibrary/resources/proxies/derivatives/b0/00/b0cf/UNADJUSTEDNONRAW_thumb_b0cf.jpg-slack	2929	0728=2	2	2
00638077adb38dc3e8053416c6438b0bb4f703f2b663db7cb12164dfbdf29de8	jpmi_metadata/Users/roberthunter/Movies/iMovie Library.imovielibrary/11-16-18/Original Media/IMG_7695 (fcp1).jpg-slack	2177	APFS=2,0728=4,GAI=2	8	8
0063c61f46bd86302fbc698b40f07483246bdfabd1308f39e37d8845949259c4	jpmi_metadata/Users/roberthunter/Library/Application Support/AddressBook/Sources/D77BCB8A-70A5-4C66-9684-29BD18793B4F/Metadata/E54D210A-94A7-4AFF-8C7D-AB5AB8ABA4A4:ABPerson.abcdp	1845	APFS=1,GAI=2	3	3
006610a6cad3cbe670a39f4d457ed61e5afd390cb2483b3cd7881c1ad3a1d41e	jpmi_metadata/Users/roberthunter/Library/Calendars/D23A00F2-C1E2-4499-A137-588030DF0FB9.caldav/A8CC3174-A48A-4716-9332-2914547676A0.calendar/Events/20200412_60o30dr660o30c1g60o30dr56g@googlecom.ics-slack	3245	APFS=1,0728=2,GAI=1	4	4
00699869746d9c3daef6695d7666056bd03a8988e37392da7a6ed0511fb4e597	jpmi_metadata/Users/roberthunter/Library/Containers/org.photoscape.PhotoScapeX/Data/Library/Application Support/PhotoScapeX/thumbnails/0/928-slack	3633	APFS=1,0728=2,GAI=1	4	4
006a0de09b07829af144918a9a4ff022b6bbba22f265168f89deb3a4882f6c9d	jpmi_metadata/Users/roberthunter/Movies/iMovie Library.imovielibrary/11-16-18/Render Files/Thumbnail Media/3D3A00745FED614044BA1B7E656447EE/Frame 0 - 1023-slack	912	GAI=1	1	1
006aa6d67ffdb819f5944335d2cc401d350e19b8ee2a5f43b54eefbfbcb2e12b	jpmi_metadata/Users/roberthunter/Library/Mail/V6/71BA9E8B-8351-4053-88F6-3A2F8DC2E4E1/INBOX.mbox/A3948124-4809-4DB0-BF55-593962B6E22B/Data/6/9/2/Messages/296157.partial.emlx	10351	APFS=1,0728=2,GAI=1	4	4
006b1b47eb25cabb23710bb0667e7442cc046d06bf3b320e775d7f66e11fefec	jpmi_metadata/Users/roberthunter/Documents/dr.fone toolkit for iOS/Hallie phone (iPhone 6s) 10-28-2017 at 22.30.14/Message Attachments/54981898924ac390ab5facb63bcea286400247d0.JPG-slack	2176	APFS=7,GAI=7	14	14
006b69005786589e2ee01fad56165bcf3e1ef55a7798f47e9d2f9005eab6a2a9	jpmi_metadata/Users/roberthunter/Library/Mail/V6/71BA9E8B-8351-4053-88F6-3A2F8DC2E4E1/INBOX.mbox/A3948124-4809-4DB0-BF55-593962B6E22B/Data/5/9/2/Messages/295456.emlx-slack	365	APFS=1,0728=2,GAI=1	4	4
006dd8b9566dbfc276f2b1dbe5a442d5d72f5195dac54911e2e12b59651591ce	jpmi_metadata/Users/roberthunter/Movies/iMovie Library.imovielibrary/11-16-18/Render Files/Thumbnail Media/4CBCA0F1E94961A9EA977C840782233B/Info.plist-slack	2524	GAI=1	1	1
